st,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,zone
california,4887.344366,no,basic,high school or below,2/26/11,employed,f,66707,rural,married,61,19.0,24,0.0,8,personal auto,personal l3,offer4,agent,71.980757,two-door car,large,,west region
oregon,23594.6802,yes,basic,bachelor,1/31/11,employed,m,76358,rural,married,66,25.0,3,0.0,2,corporate auto,corporate l1,offer3,agent,86.461582,four-door car,medsize,a,north west
oregon,25581.61014,no,basic,college,1/13/11,employed,m,27961,suburban,married,72,15.0,64,0.0,2,personal auto,personal l3,offer1,agent,345.6,two-door car,small,,north west
california,7988.506358,no,basic,high school or below,2/4/11,employed,m,58268,urban,married,67,12.0,82,0.0,2,corporate auto,corporate l3,offer1,agent,228.641342,two-door car,medsize,a,west region
nevada,7284.363465,no,extended,bachelor,1/6/11,employed,f,67780,suburban,divorced,92,0.0,72,0.0,3,personal auto,personal l2,offer3,call center,601.455036,four-door car,small,,central
california,3373.869214,no,extended,master,1/22/11,employed,m,28989,suburban,married,85,12.0,7,0.0,1,personal auto,personal l2,offer2,call center,408.0,four-door car,medsize,a,west region
oregon,5631.451866,no,basic,college,1/3/11,medical leave,f,17291,suburban,married,73,3.0,25,0.0,5,personal auto,personal l2,offer1,agent,350.4,four-door car,medsize,a,north west
california,4625.548098,no,basic,college,2/28/11,employed,f,66670,urban,married,114,23.0,6,0.0,1,personal auto,personal l3,offer3,agent,518.180364,suv,medsize,a,west region
washington,2402.333284,no,basic,bachelor,1/26/11,employed,m,46210,suburban,married,61,24.0,44,3.0,1,personal auto,personal l3,offer2,branch,439.2,two-door car,medsize,,east
oregon,19253.03441,no,premium,high school or below,2/7/11,employed,f,39895,urban,married,160,32.0,45,0.0,2,personal auto,personal l3,offer3,agent,765.591167,suv,small,,north west
nevada,4834.710493,yes,basic,college,1/31/11,employed,f,38713,suburban,divorced,66,31.0,69,4.0,6,personal auto,personal l3,offer2,call center,316.8,,,a,central
arizona,4961.574919,no,basic,high school or below,2/5/11,employed,f,20951,suburban,single,65,2.0,50,0.0,5,personal auto,personal l1,offer2,branch,312.0,four-door car,small,,central
california,7417.406267,no,basic,bachelor,1/22/11,employed,m,67454,suburban,married,185,3.0,71,0.0,1,personal auto,personal l1,offer2,agent,1332.0,luxury car,large,,west region
california,5155.529312,no,basic,college,1/18/11,employed,f,77857,rural,married,64,0.0,99,0.0,9,personal auto,personal l3,offer1,agent,160.62847,four-door car,small,,west region
oregon,10972.06778,yes,extended,doctor,1/18/11,employed,m,24164,suburban,divorced,137,2.0,40,0.0,5,personal auto,personal l1,offer2,agent,657.6,sports car,medsize,a,north west
california,6153.394838,no,premium,high school or below,1/19/11,disabled,f,23939,suburban,married,160,33.0,78,1.0,1,personal auto,personal l2,offer1,call center,768.0,suv,medsize,a,west region
oregon,7109.341438,no,extended,high school or below,1/21/11,employed,f,92423,urban,married,88,5.0,79,0.0,6,personal auto,personal l1,offer2,branch,404.243868,four-door car,medsize,,north west
california,30475.78048,no,extended,college,1/30/11,employed,f,97298,rural,single,128,16.0,38,0.0,2,personal auto,personal l3,offer4,web,48.517439,sports car,medsize,a,west region
oregon,5674.136445,no,basic,college,1/23/11,employed,f,65775,rural,divorced,72,16.0,98,0.0,4,personal auto,personal l2,offer2,agent,171.426318,four-door car,medsize,a,north west
arizona,3677.784051,no,extended,high school or below,1/16/11,employed,m,32314,suburban,married,92,7.0,80,0.0,1,personal auto,personal l1,offer2,agent,662.4,four-door car,medsize,a,central
california,5067.514799,no,basic,master,2/7/11,employed,m,74919,urban,married,63,10.0,31,0.0,9,personal auto,personal l2,offer2,branch,206.24435,four-door car,medsize,,west region
california,11701.06985,no,premium,college,1/5/11,employed,m,32435,suburban,married,297,24.0,68,0.0,1,personal auto,personal l1,offer1,agent,1767.348807,luxury car,medsize,,west region
oregon,2500.834374,no,basic,bachelor,2/21/11,employed,m,25899,suburban,married,63,20.0,36,0.0,1,personal auto,personal l1,offer3,agent,302.4,four-door car,medsize,a,north west
california,3230.576665,yes,extended,college,1/5/11,employed,m,62873,urban,divorced,81,0.0,41,0.0,1,personal auto,personal l2,offer2,call center,207.75186,four-door car,medsize,a,west region
arizona,5807.994569,no,basic,high school or below,2/4/11,employed,f,70717,rural,married,72,20.0,89,0.0,5,personal auto,personal l1,offer2,call center,37.28874,two-door car,medsize,,central
washington,2886.451602,yes,extended,high school or below,1/20/11,retired,f,10312,suburban,married,78,10.0,63,0.0,1,personal auto,personal l3,offer2,agent,486.278557,four-door car,large,a,east
,4298.664542,,basic,college,1/28/11,employed,f,76778,urban,married,107,31.0,46,1.0,1,personal auto,personal l3,offer1,agent,500.665061,suv,small,a,
oregon,10083.48688,yes,extended,high school or below,2/19/11,retired,f,11828,suburban,divorced,90,18.0,84,0.0,2,corporate auto,corporate l1,offer1,agent,571.479602,four-door car,large,,north west
oregon,28511.03331,no,premium,high school or below,2/21/11,employed,m,27607,suburban,married,104,15.0,56,0.0,2,corporate auto,corporate l1,offer4,agent,640.584145,four-door car,medsize,a,north west
california,5040.775434,no,basic,bachelor,1/31/11,disabled,f,22350,suburban,married,66,,3,,5,corporate auto,corporate l3,offer1,agent,316.8,two-door car,large,a,west region
oregon,9206.429641,no,basic,college,1/23/11,employed,f,55542,urban,single,117,1.0,76,0.0,5,personal auto,personal l3,offer1,web,310.651386,sports car,medsize,,north west
arizona,11260.90364,no,extended,high school or below,1/31/11,employed,f,88304,urban,single,95,2.0,17,0.0,2,personal auto,personal l3,offer2,branch,276.467811,four-door car,large,,central
washington,5256.923177,no,basic,college,2/4/11,employed,f,77693,urban,married,65,30.0,15,0.0,7,personal auto,personal l1,offer2,call center,225.045919,four-door car,medsize,,east
arizona,3808.122147,yes,extended,college,1/28/11,employed,f,94903,suburban,married,94,3.0,38,0.0,1,corporate auto,corporate l2,offer2,agent,451.2,two-door car,small,,central
nevada,9788.713108,no,extended,bachelor,2/28/11,employed,m,31930,rural,married,83,19.0,30,0.0,2,personal auto,personal l3,offer1,branch,37.699658,four-door car,medsize,a,central
nevada,4349.30875,yes,basic,college,2/10/11,employed,f,75648,rural,married,108,28.0,10,0.0,1,corporate auto,corporate l3,offer2,branch,112.660916,suv,large,a,central
arizona,2551.226692,yes,basic,master,1/19/11,employed,m,79751,suburban,married,63,15.0,67,0.0,1,personal auto,personal l1,offer3,web,392.235698,two-door car,small,a,central
washington,13411.31102,no,basic,master,2/6/11,employed,f,26140,rural,married,112,11.0,50,0.0,2,personal auto,personal l3,offer2,agent,229.70752,suv,medsize,a,east
nevada,5452.171237,no,basic,bachelor,2/1/11,employed,m,88567,suburban,married,67,9.0,89,0.0,9,personal auto,personal l2,offer1,web,321.6,,,a,central
nevada,2635.505781,no,basic,master,1/6/11,employed,m,77350,suburban,divorced,66,11.0,4,0.0,1,personal auto,personal l1,offer4,branch,316.8,four-door car,medsize,a,central
california,3732.345012,no,extended,bachelor,2/10/11,employed,m,35461,rural,married,95,26.0,57,1.0,1,corporate auto,corporate l3,offer1,agent,9.214343,four-door car,medsize,a,west region
arizona,2590.654042,no,basic,college,2/21/11,employed,f,25981,rural,married,65,33.0,38,0.0,1,personal auto,personal l3,offer1,agent,77.54669,two-door car,large,a,central
california,11378.88711,no,extended,bachelor,1/7/11,employed,f,34854,suburban,married,95,35.0,50,0.0,2,corporate auto,corporate l2,offer2,call center,456.0,four-door car,medsize,,west region
nevada,2635.505781,no,basic,master,1/6/11,employed,m,77350,suburban,divorced,66,11.0,4,0.0,1,personal auto,personal l1,offer4,branch,316.8,,,,central
california,14723.40712,no,extended,master,1/13/11,employed,f,38401,suburban,married,92,17.0,62,0.0,2,corporate auto,corporate l1,offer1,agent,441.6,four-door car,medsize,a,west region
california,7163.796624,no,extended,bachelor,2/3/11,employed,m,44527,urban,married,94,20.0,91,2.0,5,personal auto,personal l3,offer1,call center,286.960016,four-door car,large,a,west region
,8658.863813,,basic,college,2/7/11,employed,m,62464,urban,married,109,23.0,45,0.0,4,corporate auto,corporate l1,offer2,agent,400.181882,sports car,medsize,,
oregon,11044.10847,no,basic,bachelor,2/4/11,employed,m,44524,urban,married,70,28.0,42,0.0,2,personal auto,personal l3,offer4,web,200.768848,four-door car,medsize,,north west
california,2903.939763,no,basic,college,1/12/11,employed,f,67763,rural,married,73,17.0,69,1.0,1,personal auto,personal l3,offer1,agent,59.861963,,,a,west region
california,41787.90343,yes,premium,high school or below,1/31/11,employed,f,46587,suburban,divorced,119,34.0,74,2.0,2,personal auto,personal l3,offer1,call center,571.2,four-door car,medsize,a,west region
arizona,5091.101225,no,basic,high school or below,1/9/11,employed,m,20244,suburban,married,65,6.0,42,0.0,8,personal auto,personal l3,offer3,branch,312.0,four-door car,medsize,,central
oregon,5595.761077,no,basic,bachelor,1/11/11,employed,m,68004,suburban,single,72,6.0,14,0.0,3,corporate auto,corporate l2,offer1,agent,416.344082,two-door car,medsize,,north west
nevada,3600.934326,yes,basic,high school or below,2/25/11,retired,f,25147,suburban,single,101,7.0,54,0.0,1,personal auto,personal l2,offer1,agent,694.598288,suv,medsize,,central
oregon,2886.451602,yes,extended,high school or below,1/20/11,retired,f,10312,suburban,married,78,10.0,63,0.0,1,personal auto,personal l3,offer2,agent,486.278557,four-door car,large,a,north west
arizona,8293.481886,no,basic,bachelor,1/9/11,employed,f,70258,urban,divorced,69,20.0,65,0.0,2,personal auto,personal l1,offer1,agent,225.145949,four-door car,medsize,a,central
california,9177.953095,no,basic,high school or below,2/21/11,employed,f,29098,suburban,married,115,21.0,19,0.0,4,personal auto,personal l1,offer3,web,683.554301,suv,medsize,a,west region
nevada,16473.16905,yes,basic,bachelor,2/24/11,retired,m,22828,suburban,married,106,11.0,54,0.0,2,personal auto,personal l3,offer1,agent,508.8,suv,medsize,a,central
california,7083.212357,no,extended,bachelor,2/24/11,employed,f,41449,rural,married,89,15.0,45,0.0,5,personal auto,personal l2,offer4,branch,63.516572,four-door car,medsize,,west region
,4165.354461,,premium,college,1/3/11,medical leave,m,17161,suburban,married,113,1.0,22,1.0,1,corporate auto,corporate l1,offer1,call center,542.4,four-door car,small,a,
california,6503.397049,yes,extended,high school or below,2/19/11,disabled,f,22081,suburban,married,84,1.0,9,0.0,6,personal auto,personal l2,offer1,agent,451.670309,two-door car,small,a,west region
washington,5274.429281,no,basic,college,2/3/11,employed,m,44051,suburban,married,67,21.0,81,0.0,3,personal auto,personal l2,offer2,agent,321.6,four-door car,large,a,east
arizona,5528.212807,yes,basic,bachelor,1/19/11,employed,m,36088,suburban,single,72,16.0,31,0.0,9,personal auto,personal l3,offer1,agent,345.6,four-door car,medsize,,central
oregon,22242.51659,no,premium,bachelor,1/9/11,employed,f,83894,rural,married,110,6.0,46,0.0,2,personal auto,personal l1,offer2,agent,82.019005,four-door car,medsize,a,north west
arizona,9927.877699,no,extended,college,1/12/11,employed,f,58703,rural,married,127,32.0,26,2.0,6,personal auto,personal l3,offer3,agent,227.916076,suv,small,a,central
nevada,6005.214792,yes,extended,high school or below,1/12/11,employed,m,26876,suburban,single,76,17.0,72,0.0,8,personal auto,personal l3,offer1,agent,364.8,four-door car,medsize,a,central
arizona,4792.830533,no,basic,college,1/16/11,medical leave,m,20647,urban,divorced,63,17.0,10,0.0,7,personal auto,personal l3,offer3,branch,185.061408,four-door car,medsize,,central
arizona,9256.918609,no,basic,college,1/19/11,disabled,f,21947,suburban,married,118,30.0,76,0.0,9,personal auto,personal l3,offer1,call center,566.4,suv,large,,central
california,4626.801093,yes,basic,master,1/16/11,employed,f,79487,suburban,divorced,114,20.0,87,0.0,1,special auto,special l1,offer2,branch,547.2,,,,west region
oregon,7360.873696,no,basic,college,1/16/11,employed,m,52380,suburban,married,186,27.0,76,2.0,1,personal auto,personal l2,offer1,call center,892.8,luxury suv,small,,north west
oregon,28699.89392,no,extended,college,1/19/11,employed,f,47730,rural,divorced,91,12.0,52,0.0,2,personal auto,personal l3,offer3,call center,219.440024,four-door car,medsize,a,north west
arizona,2620.167098,no,basic,bachelor,1/25/11,employed,m,31911,urban,single,68,13.0,65,0.0,1,personal auto,personal l3,offer1,branch,245.893663,four-door car,medsize,a,central
arizona,18269.27017,no,basic,college,2/12/11,employed,f,55761,rural,divorced,115,22.0,73,0.0,2,personal auto,personal l3,offer1,branch,86.27772,sports car,medsize,a,central
oregon,2886.451602,yes,extended,high school or below,1/20/11,retired,f,10312,suburban,married,78,10.0,63,0.0,1,personal auto,personal l2,offer2,agent,486.278557,four-door car,large,,north west
washington,2687.314108,no,basic,doctor,1/30/11,employed,f,82210,rural,married,68,33.0,46,4.0,1,personal auto,personal l2,offer3,call center,51.961915,four-door car,medsize,,east
washington,6948.325858,no,extended,college,2/6/11,employed,m,40598,urban,single,91,35.0,98,0.0,5,personal auto,personal l3,offer1,agent,302.791402,four-door car,medsize,a,east
nevada,2853.512645,no,basic,high school or below,2/2/11,employed,m,38798,urban,married,72,24.0,48,0.0,1,personal auto,personal l3,offer2,web,332.945455,four-door car,medsize,a,central
arizona,2785.418107,no,basic,high school or below,1/18/11,employed,m,66378,rural,divorced,71,20.0,61,0.0,1,corporate auto,corporate l3,offer2,call center,158.000332,,,a,central
nevada,4220.613534,no,premium,high school or below,1/31/11,employed,m,32471,suburban,single,110,0.0,87,0.0,1,personal auto,personal l2,offer2,agent,528.0,two-door car,medsize,,central
oregon,11084.60844,no,basic,bachelor,1/17/11,employed,m,25542,suburban,married,70,21.0,47,0.0,2,personal auto,personal l3,offer2,branch,448.374285,four-door car,medsize,,north west
oregon,4932.916345,no,basic,bachelor,2/13/11,employed,f,37260,rural,married,62,19.0,42,0.0,8,corporate auto,corporate l1,offer3,web,15.437681,four-door car,medsize,,north west
nevada,3554.845264,yes,extended,master,1/10/11,employed,f,58557,rural,married,88,4.0,83,0.0,1,corporate auto,corporate l3,offer1,branch,55.510526,four-door car,large,,central
oregon,2616.613903,yes,basic,college,2/25/11,employed,m,72302,suburban,divorced,66,6.0,27,0.0,1,personal auto,personal l1,offer1,agent,316.8,two-door car,medsize,,north west
california,14196.96535,no,basic,high school or below,1/6/11,employed,f,77738,urban,married,118,18.0,47,0.0,2,personal auto,personal l3,offer2,call center,463.457352,suv,small,,west region
arizona,5206.028448,no,basic,college,2/2/11,employed,f,71661,suburban,married,65,7.0,92,0.0,4,personal auto,personal l3,offer4,branch,312.0,four-door car,small,,central
nevada,5573.10605,no,basic,college,2/18/11,employed,m,85704,urban,married,69,21.0,84,0.0,7,personal auto,personal l3,offer1,agent,325.395532,four-door car,small,a,central
california,2544.969754,no,basic,college,2/6/11,employed,m,91169,rural,single,65,5.0,50,0.0,1,personal auto,personal l3,offer2,call center,139.745936,two-door car,medsize,a,west region
nevada,2941.828805,no,basic,bachelor,1/22/11,employed,f,64431,rural,divorced,74,19.0,49,0.0,1,personal auto,personal l2,offer2,branch,48.181699,four-door car,medsize,,central
nevada,8306.550901,no,basic,college,1/13/11,employed,m,89834,suburban,single,105,17.0,14,0.0,3,personal auto,personal l3,offer3,agent,504.0,suv,medsize,a,central
california,2404.380963,no,basic,high school or below,2/24/11,employed,m,62488,urban,married,62,35.0,47,2.0,1,personal auto,personal l3,offer2,call center,200.689331,four-door car,medsize,,west region
oregon,5149.301306,no,extended,bachelor,1/22/11,employed,f,26877,suburban,married,131,5.0,2,0.0,1,personal auto,personal l2,offer4,agent,628.8,suv,small,,north west
california,5656.203464,no,basic,bachelor,1/1/11,employed,f,45586,urban,divorced,72,17.0,20,0.0,4,personal auto,personal l2,offer1,branch,203.42306,four-door car,medsize,a,west region
california,5558.304507,no,basic,high school or below,2/4/11,employed,m,37473,suburban,married,70,0.0,92,0.0,3,corporate auto,corporate l1,offer1,branch,336.0,four-door car,medsize,a,west region
california,12206.89208,no,premium,college,1/9/11,disabled,f,17705,suburban,married,108,7.0,19,1.0,2,personal auto,personal l3,offer2,agent,668.73901,two-door car,medsize,a,west region
nevada,6645.928117,no,extended,college,1/25/11,employed,m,21144,urban,married,86,6.0,98,0.0,8,personal auto,personal l2,offer1,branch,391.446775,two-door car,medsize,,central
oregon,5278.201394,no,basic,bachelor,2/3/11,employed,f,62074,rural,divorced,67,24.0,22,0.0,4,corporate auto,corporate l3,offer2,agent,49.435556,four-door car,medsize,a,north west
arizona,6054.488387,no,extended,master,2/6/11,disabled,f,17200,rural,married,83,,62,,8,personal auto,personal l2,offer1,branch,48.780064,four-door car,medsize,a,central
california,14255.23041,no,extended,high school or below,1/29/11,employed,f,31027,suburban,single,124,30.0,66,1.0,2,personal auto,personal l1,offer1,call center,597.578875,suv,medsize,,west region
california,5907.078117,no,basic,college,1/18/11,employed,f,47306,rural,married,74,8.0,18,0.0,3,corporate auto,corporate l2,offer4,branch,97.723235,four-door car,medsize,a,west region
california,6674.455913,no,extended,bachelor,1/29/11,employed,f,92653,suburban,married,83,15.0,80,1.0,6,personal auto,personal l2,offer1,agent,456.519419,four-door car,medsize,a,west region
washington,15253.26436,no,basic,high school or below,1/24/11,employed,m,51937,urban,married,193,5.0,40,0.0,9,personal auto,personal l3,offer4,web,850.389259,luxury car,small,a,east
arizona,2665.447079,no,basic,college,2/23/11,employed,f,52266,rural,single,68,14.0,98,0.0,1,corporate auto,corporate l1,offer1,call center,141.922839,two-door car,medsize,,central
nevada,7724.678387,no,basic,bachelor,2/22/11,employed,m,29056,suburban,married,66,19.0,2,0.0,2,personal auto,personal l3,offer2,branch,355.531267,two-door car,medsize,,central
oregon,9156.272726,no,premium,bachelor,2/7/11,employed,m,61200,suburban,single,118,20.0,74,0.0,4,personal auto,personal l2,offer1,branch,566.4,four-door car,medsize,a,north west
oregon,4330.38602,yes,premium,college,2/16/11,employed,m,60475,suburban,married,107,9.0,18,0.0,1,personal auto,personal l3,offer2,branch,513.6,four-door car,medsize,a,north west
california,6245.575806,no,extended,college,1/8/11,employed,f,39608,rural,married,78,14.0,15,1.0,7,corporate auto,corporate l3,offer2,agent,22.961216,four-door car,medsize,a,west region
california,7568.85152,no,basic,high school or below,1/11/11,medical leave,f,27558,suburban,married,65,18.0,48,0.0,2,personal auto,personal l3,offer1,agent,312.0,four-door car,medsize,a,west region
nevada,5757.489397,no,basic,college,2/10/11,employed,f,81491,rural,divorced,72,21.0,24,0.0,3,personal auto,personal l1,offer3,agent,61.715527,four-door car,medsize,a,central
washington,8311.854644,no,basic,college,2/27/11,employed,m,44843,urban,single,105,14.0,34,0.0,3,personal auto,personal l2,offer1,branch,391.419263,suv,medsize,a,east
nevada,5297.625945,no,basic,master,2/16/11,medical leave,m,14775,rural,married,69,11.0,44,0.0,5,personal auto,personal l3,offer3,agent,170.939409,four-door car,medsize,a,central
arizona,7524.88292,no,basic,bachelor,2/15/11,employed,m,49530,urban,married,63,8.0,64,0.0,2,personal auto,personal l1,offer2,web,278.24204,four-door car,medsize,a,central
arizona,2668.662697,no,basic,college,1/12/11,employed,m,30718,suburban,married,67,26.0,49,1.0,1,personal auto,personal l3,offer1,call center,321.6,two-door car,medsize,a,central
arizona,8173.50314,no,basic,bachelor,1/28/11,employed,f,68144,suburban,married,70,29.0,98,4.0,2,personal auto,personal l1,offer1,web,336.0,four-door car,large,a,central
arizona,22721.24078,no,extended,bachelor,2/18/11,employed,m,26900,suburban,married,97,7.0,21,1.0,2,personal auto,personal l3,offer4,call center,465.6,four-door car,medsize,a,central
washington,2654.380994,no,basic,master,2/18/11,employed,m,73196,rural,married,66,0.0,93,1.0,1,personal auto,personal l2,offer2,web,85.809817,four-door car,large,,east
oregon,9767.936882,no,extended,college,1/2/11,employed,m,36225,rural,married,123,7.0,84,0.0,8,special auto,special l2,offer1,branch,221.048602,suv,large,,north west
california,2929.916512,no,basic,college,1/2/11,employed,m,98473,suburban,married,72,19.0,69,0.0,1,personal auto,personal l1,offer2,branch,345.6,four-door car,medsize,,west region
california,4969.35768,no,basic,high school or below,1/3/11,medical leave,m,21827,suburban,married,67,18.0,53,0.0,8,special auto,special l2,offer2,branch,321.6,four-door car,medsize,,west region
arizona,9035.671134,yes,premium,high school or below,1/21/11,employed,f,34337,suburban,married,113,20.0,44,0.0,9,corporate auto,corporate l3,offer2,web,542.4,four-door car,large,a,central
california,20531.64534,no,extended,high school or below,1/8/11,disabled,f,12503,rural,single,92,4.0,31,0.0,2,personal auto,personal l3,offer1,branch,120.69808,four-door car,medsize,a,west region
arizona,5599.382893,no,basic,high school or below,1/15/11,employed,f,35012,suburban,single,72,0.0,50,0.0,6,personal auto,personal l3,offer2,agent,345.6,four-door car,medsize,,central
oregon,5534.821886,no,basic,doctor,1/23/11,employed,f,81945,rural,single,68,19.0,45,0.0,9,personal auto,personal l1,offer1,call center,47.451832,four-door car,small,,north west
nevada,12265.60041,no,basic,bachelor,1/1/11,employed,m,35693,suburban,divorced,103,8.0,63,0.0,2,personal auto,personal l1,offer1,branch,494.4,,,,central
california,4626.801093,yes,basic,master,1/16/11,employed,f,79487,suburban,divorced,114,20.0,87,0.0,1,personal auto,personal l2,offer2,branch,547.2,suv,medsize,a,west region
california,3386.186515,no,extended,college,2/13/11,employed,m,67249,rural,divorced,86,25.0,4,0.0,1,special auto,special l1,offer3,web,33.894695,four-door car,medsize,,west region
nevada,5645.396665,no,basic,high school or below,2/27/11,employed,m,50366,suburban,divorced,72,9.0,5,0.0,9,personal auto,personal l1,offer1,call center,428.734656,four-door car,small,,central
oregon,21274.34205,no,extended,doctor,1/22/11,medical leave,m,17932,suburban,married,79,8.0,38,0.0,2,personal auto,personal l3,offer2,call center,379.2,four-door car,medsize,,north west
oregon,8343.412804,no,premium,bachelor,1/30/11,employed,m,63354,suburban,single,106,16.0,39,0.0,9,personal auto,personal l3,offer1,agent,508.8,two-door car,large,,north west
oregon,4693.751128,no,extended,bachelor,2/6/11,medical leave,f,26607,suburban,married,122,3.0,73,0.0,1,personal auto,personal l2,offer1,agent,585.6,suv,medsize,a,north west
california,5450.394878,no,basic,doctor,1/14/11,employed,m,43091,urban,married,69,2.0,36,1.0,6,corporate auto,corporate l3,offer1,branch,330.138332,four-door car,medsize,a,west region
arizona,5484.588155,no,basic,high school or below,2/21/11,employed,m,47611,suburban,married,69,,65,,4,corporate auto,corporate l3,offer2,call center,593.654484,,,a,central
california,2541.523959,no,basic,bachelor,1/27/11,employed,m,63546,rural,married,64,1.0,53,0.0,1,personal auto,personal l2,offer3,call center,131.813652,four-door car,medsize,a,west region
oregon,13297.63587,no,basic,college,1/24/11,employed,m,88430,suburban,married,66,7.0,17,1.0,2,personal auto,personal l1,offer1,agent,316.8,four-door car,medsize,,north west
washington,2453.570794,yes,basic,bachelor,2/9/11,medical leave,m,29735,suburban,single,69,3.0,92,0.0,1,personal auto,personal l2,offer1,agent,331.2,four-door car,medsize,a,east
oregon,5520.476175,no,basic,bachelor,1/2/11,employed,m,94676,suburban,divorced,69,27.0,14,0.0,3,corporate auto,corporate l3,offer2,agent,331.2,,,a,north west
oregon,7812.889738,no,basic,high school or below,2/16/11,employed,m,72353,suburban,divorced,66,27.0,15,0.0,2,personal auto,personal l2,offer2,web,316.8,two-door car,small,,north west
california,3816.408655,no,extended,college,2/6/11,employed,f,82414,rural,divorced,95,10.0,85,0.0,1,personal auto,personal l3,offer4,branch,30.423443,four-door car,large,a,west region
arizona,2771.045031,yes,basic,college,1/11/11,employed,f,50071,rural,single,71,3.0,32,0.0,1,corporate auto,corporate l3,offer2,agent,18.918935,two-door car,medsize,a,central
california,2914.09461,no,extended,high school or below,1/25/11,disabled,m,28523,suburban,married,77,15.0,12,0.0,1,corporate auto,corporate l1,offer3,agent,369.6,four-door car,large,,west region
washington,6005.214792,yes,extended,high school or below,1/12/11,employed,m,26876,suburban,single,76,17.0,72,0.0,8,corporate auto,corporate l2,offer1,agent,364.8,,,,east
arizona,3459.037949,no,extended,high school or below,1/11/11,employed,m,97162,rural,married,86,0.0,63,0.0,1,personal auto,personal l1,offer3,web,32.715179,four-door car,medsize,a,central
arizona,5577.54128,no,basic,college,1/9/11,employed,m,97868,urban,married,70,5.0,22,1.0,3,special auto,special l2,offer3,branch,267.786573,two-door car,large,,central
oregon,17263.64048,no,basic,bachelor,2/28/11,employed,f,96917,rural,married,61,24.0,2,0.0,2,special auto,special l3,offer4,web,71.942176,four-door car,medsize,a,north west
california,3693.440833,no,extended,master,1/15/11,employed,m,85871,rural,married,92,4.0,25,1.0,1,personal auto,personal l3,offer4,call center,112.633539,four-door car,medsize,a,west region
,3230.576665,,extended,college,1/5/11,employed,m,62873,urban,divorced,81,0.0,41,0.0,1,special auto,special l3,offer2,call center,207.75186,four-door car,medsize,,
nevada,9500.08167,no,premium,high school or below,1/21/11,employed,f,96276,urban,married,117,33.0,81,0.0,6,personal auto,personal l1,offer1,call center,553.50361,four-door car,medsize,a,central
california,5187.653993,no,basic,high school or below,2/23/11,employed,f,80521,suburban,single,65,20.0,43,2.0,9,personal auto,personal l1,offer1,branch,342.913243,four-door car,small,,west region
arizona,2659.980563,no,basic,bachelor,1/11/11,employed,m,21297,rural,single,71,26.0,56,0.0,1,personal auto,personal l3,offer2,agent,45.507952,four-door car,medsize,,central
oregon,5218.343293,no,basic,college,1/23/11,employed,m,85721,suburban,married,65,12.0,45,0.0,5,corporate auto,corporate l2,offer4,web,312.0,four-door car,medsize,,north west
oregon,7469.557777,no,extended,college,1/3/11,employed,m,48088,rural,married,94,25.0,73,0.0,4,personal auto,personal l2,offer1,web,134.828318,two-door car,medsize,a,north west
arizona,4479.59882,no,basic,bachelor,2/4/11,employed,m,36349,urban,married,117,13.0,49,3.0,1,personal auto,personal l2,offer1,agent,326.787526,suv,medsize,,central
arizona,11900.54484,no,basic,bachelor,2/23/11,employed,f,97205,rural,divorced,100,22.0,40,2.0,2,personal auto,personal l2,offer3,branch,5.573179,sports car,small,,central
california,7330.190221,no,extended,college,1/23/11,employed,f,26906,rural,married,92,17.0,12,0.0,3,personal auto,personal l3,offer3,branch,106.528651,two-door car,medsize,a,west region
,8703.727127,,basic,master,2/9/11,employed,f,61897,rural,married,72,7.0,79,0.0,2,personal auto,personal l3,offer3,web,3.406136,four-door car,medsize,,
nevada,6131.663176,no,extended,doctor,1/18/11,employed,m,90778,rural,married,76,31.0,29,0.0,7,personal auto,personal l3,offer3,branch,62.291009,four-door car,medsize,a,central
nevada,5532.629846,no,basic,master,1/5/11,employed,m,27722,suburban,divorced,69,3.0,29,0.0,9,personal auto,personal l3,offer3,call center,331.2,four-door car,medsize,,central
arizona,7588.35586,no,extended,high school or below,2/23/11,employed,m,76516,suburban,married,95,13.0,15,0.0,9,personal auto,personal l1,offer2,branch,661.008979,two-door car,medsize,,central
arizona,7094.167717,no,extended,bachelor,2/18/11,employed,f,23032,suburban,married,89,30.0,22,0.0,7,corporate auto,corporate l1,offer1,branch,427.2,four-door car,medsize,,central
california,2912.913958,no,basic,bachelor,2/5/11,employed,f,68899,rural,single,74,6.0,60,0.0,1,personal auto,personal l3,offer2,branch,66.103422,two-door car,medsize,a,west region
nevada,3208.225911,no,extended,high school or below,1/21/11,employed,m,52367,urban,married,81,25.0,64,0.0,1,personal auto,personal l1,offer2,call center,275.989978,four-door car,medsize,,central
oregon,3498.773857,no,extended,bachelor,1/17/11,employed,m,58484,rural,divorced,88,15.0,65,1.0,1,personal auto,personal l1,offer1,web,43.542559,two-door car,medsize,a,north west
oregon,3746.751625,yes,extended,college,2/26/11,employed,f,41479,rural,married,94,14.0,38,1.0,1,personal auto,personal l1,offer2,call center,19.575683,two-door car,large,a,north west
washington,7462.926263,yes,extended,college,1/28/11,employed,f,70263,rural,married,93,30.0,66,0.0,5,personal auto,personal l1,offer2,call center,7.345946,two-door car,small,a,east
